0.7475979328155518,242.92
0.8611819744110107,242.79
0.9867260456085205,239.59
1.103252649307251,217.01
1.2178981304168701,219.41
1.3289048671722412,221.63
1.4296703338623047,216.91
1.5206665992736816,218.75
1.598330020904541,220.4
1.6785542964935303,217.23
1.7646563053131104,221.63
1.8533599376678467,219.41
1.9380817413330078,221.18
2.008572578430176,220.4
2.095020055770874,220.07
2.178462266921997,225.63
2.262208938598633,218.31
2.33925199508667,236.23
2.428236246109009,221.86
2.5107216835021973,218.31
2.595318555831909,219.41
2.6710927486419678,230.14
2.760676860809326,219.96
2.853896141052246,227.27
2.9385061264038086,219.3
3.019211769104004,217.88
3.109428882598877,230.51
3.1957461833953857,201.43
3.279381036758423,170.5
3.360706090927124,142.51
3.453031063079834,119.7
3.5312139987945557,95.69
3.6082756519317627,82.91
3.6783056259155273,71.39
3.7607369422912598,62.07
3.831031560897827,52.5
3.9202165603637695,41.11
4.007782459259033,29.52
4.099467754364014,24.63
4.187603235244751,24.63
4.277896404266357,24.63
4.366283416748047,22.24
4.458916902542114,28.06
4.553087949752808,28.93
4.640689849853516,28.93
4.729412078857422,28.93
4.822463274002075,28.93
4.913124322891235,28.93
4.997691631317139,28.93
6.495743989944458,28.93
6.579870223999023,27.54
6.663548231124878,32.2
6.749650001525879,36.86
6.837456941604614,65.1
6.914074897766113,95.82
7.007511377334595,98.31
7.084591865539551,98.69
7.17021369934082,99.45
7.255873680114746,99.52
7.344543933868408,99.27
7.427749395370483,98.98
7.520807266235352,98.83
7.6048994064331055,99.5
7.690412282943726,98.76
7.767560958862305,99.05
7.8629515171051025,98.43
7.965277194976807,99.77
8.054909706115723,99.82
8.139628171920776,98.96
8.235394716262817,98.76
8.320459365844727,99.14
8.406991243362427,99.39
8.49279236793518,98.54
8.587979793548584,99.7
8.67469573020935,98.98
8.756213188171387,99.21
8.84382700920105,98.62
8.926897287368774,98.58
9.012579679489136,99.36
9.100109577178955,98.94
9.188515424728394,99.25
9.253896951675415,91.99
9.331152200698853,83.25
9.410724401473999,70.72
9.487287044525146,62.25
9.56990933418274,54.01
9.635442018508911,40.3
9.717034578323364,28.59
9.795931100845337,25.28
9.87633991241455,22.15
9.938962697982788,19.46
10.025972366333008,19.46
10.090162754058838,19.46
10.173437595367432,18.7
